PassengerId,Survived,Age,SibSp,Parch,Fare,Sex_1,Embarked_Q,Embarked_S,Pclass_2,Pclass_3,Title_Miss,Title_Mlle,Title_Mme,Title_Mr,Title_Mrs,Title_Ms,Title_Rare
1,0,-0.5654188991856517,1,0,-0.5021631365156053,1,0,1,0,1,0,0,0,1,0,0,0
3,1,-0.2581920767831734,0,0,-0.48857985158126094,0,0,1,0,1,1,0,0,0,0,0,0
4,1,0.43306827362240263,1,0,0.42049406976540915,0,0,1,0,0,0,0,0,0,1,0,0
5,0,0.43306827362240263,0,0,-0.48606442844527126,1,0,1,0,1,0,0,0,1,0,0,0
6,0,-0.10457866558193428,0,0,-0.47784805031387456,1,1,0,0,1,0,0,0,1,0,0,0
7,0,1.8923956800341744,0,0,0.39559138071911126,1,0,1,0,0,0,0,0,1,0,0,0
9,1,-0.18138537118255385,0,2,-0.4240179952036955,0,0,1,0,1,0,0,0,0,1,0,0
10,1,-1.1798725439906081,1,0,-0.042931390101259084,0,0,0,1,0,0,0,0,0,1,0,0
11,1,-1.9479395999968037,1,1,-0.3119971474347855,0,0,1,0,1,1,0,0,0,0,0,0
13,0,-0.7190323103868907,0,0,-0.48606442844527126,1,0,1,0,1,0,0,0,1,0,0,0
14,0,0.7402950960248809,1,5,-0.01869880977838891,1,0,1,0,1,0,0,0,1,0,0,0
15,0,-1.1798725439906081,0,0,-0.49000458724548557,0,0,1,0,1,1,0,0,0,0,0,0
18,1,-0.10457866558193428,0,0,-0.38645367226008,1,0,1,1,0,0,0,0,1,0,0,0
19,0,0.1258414512199244,1,0,-0.2858367468204928,0,0,1,0,1,0,0,0,0,1,0,0
20,1,-0.10457866558193428,0,0,-0.5026662211428031,0,0,0,0,1,0,0,0,0,1,0,0
21,0,0.43306827362240263,0,0,-0.12484966611715334,1,0,1,1,0,0,0,0,1,0,0,0
22,1,0.3562615680217831,0,0,-0.38645367226008,1,0,1,1,0,0,0,0,1,0,0,0
23,1,-1.1030658383899885,0,0,-0.4864829948551,0,1,0,0,1,1,0,0,0,0,0,0
24,1,-0.10457866558193428,0,0,0.06632249221806229,1,0,1,0,0,0,0,0,1,0,0,0
25,0,-1.6407127775943255,3,1,-0.22395733767514672,0,0,1,0,1,1,0,0,0,0,0,0
26,1,0.6634883904242613,1,5,-0.01643492895599818,0,0,1,0,1,0,0,0,0,1,0,0
27,0,-0.10457866558193428,0,0,-0.5026662211428031,1,0,0,0,1,0,0,0,1,0,0,0
29,1,-0.10457866558193428,0,0,-0.48950150261828757,0,1,0,0,1,1,0,0,0,0,0,0
30,0,-0.10457866558193428,0,0,-0.48916745442582815,1,0,1,0,1,0,0,0,1,0,0,0
31,0,0.8171018016255005,0,0,-0.09022134505786501,1,0,0,0,0,0,0,0,0,0,0,1
33,1,-0.10457866558193428,0,0,-0.4921014439716465,0,1,0,0,1,1,0,0,0,0,0,0
36,0,0.9707152128267396,1,0,0.3983583461687,1,0,1,0,0,0,0,0,1,0,0,0
37,1,-0.10457866558193428,0,0,-0.5025817029254339,1,0,0,0,1,0,0,0,1,0,0,0
38,0,-0.6422256047862712,0,0,-0.48606442844527126,1,0,1,0,1,0,0,0,1,0,0,0
39,0,-0.8726457215881299,2,0,-0.2858367468204928,0,0,1,0,1,1,0,0,0,0,0,0
40,1,-1.1798725439906081,1,0,-0.42183662026016516,0,0,0,0,1,1,0,0,0,0,0,0
41,0,0.8171018016255005,1,0,-0.45738860469498893,0,0,1,0,1,0,0,0,0,1,0,0
42,0,-0.18138537118255385,1,0,-0.2254665915567405,0,0,1,1,0,0,0,0,0,1,0,0
43,0,-0.10457866558193428,0,0,-0.48916745442582815,1,0,0,0,1,0,0,0,1,0,0,0
44,1,-2.0247463055974233,1,2,0.18865657484452994,0,0,0,1,0,1,0,0,0,0,0,0
45,1,-0.7958390159875103,0,0,-0.48950150261828757,0,1,0,0,1,1,0,0,0,0,0,0
46,0,-0.10457866558193428,0,0,-0.48606442844527126,1,0,1,0,1,0,0,0,1,0,0,0
47,0,-0.10457866558193428,1,0,-0.3361452095402864,1,1,0,0,1,0,0,0,1,0,0,0
48,1,-0.10457866558193428,0,0,-0.4921014439716465,0,1,0,0,1,1,0,0,0,0,0,0
49,0,-0.10457866558193428,2,0,-0.21179878840502697,1,0,0,0,1,0,0,0,1,0,0,0
50,0,-0.8726457215881299,1,0,-0.2898614238380763,0,0,1,0,1,0,0,0,0,1,0,0
51,0,-1.717519483194945,4,1,0.15058916727371655,1,0,1,0,1,0,0,0,0,0,0,0
52,0,-0.6422256047862712,0,0,-0.4910952747172506,1,0,1,0,1,0,0,0,1,0,0,0
54,1,-0.027771959981314716,1,0,-0.12484966611715334,0,0,1,1,0,0,0,0,0,1,0,0
56,1,-0.10457866558193428,0,0,0.06632249221806229,1,0,1,0,0,0,0,0,1,0,0,0
57,1,-0.6422256047862712,0,0,-0.4367621349798736,0,0,1,1,0,1,0,0,0,0,0,0
58,0,-0.0661753127816245,0,0,-0.5025817029254339,1,0,0,0,1,0,0,0,1,0,0,0
59,1,-1.8711328943961842,1,2,-0.08963374221329784,0,0,1,1,0,1,0,0,0,0,0,0
60,0,-1.4102926607924668,5,2,0.295729082220321,1,0,1,0,1,0,0,0,0,0,0,0
61,0,-0.5654188991856517,0,0,-0.5025817029254339,1,0,0,0,1,0,0,0,1,0,0,0
64,0,-1.9479395999968037,3,2,-0.08661523445011025,1,0,1,0,1,0,0,0,0,0,0,0
65,0,-0.10457866558193428,0,0,-0.09022134505786501,1,0,0,0,0,0,0,0,1,0,0,0
66,1,-0.10457866558193428,1,1,-0.34126057402963506,1,0,0,0,1,0,0,0,0,0,0,0
67,1,-0.027771959981314716,0,0,-0.4367621349798736,0,0,1,1,0,0,0,0,0,1,0,0
68,0,-0.7958390159875103,0,0,-0.4838850658402498,1,0,1,0,1,0,0,0,1,0,0,0
69,1,-0.9494524271887494,4,2,-0.48857985158126094,0,0,1,0,1,1,0,0,0,0,0,0
70,0,-0.2581920767831734,2,0,-0.47373885507892183,1,0,1,0,1,0,0,0,1,0,0,0
71,0,0.20264815682054396,0,0,-0.4367621349798736,1,0,1,1,0,0,0,0,1,0,0,0
72,0,-1.026259132789369,5,2,0.295729082220321,0,0,1,0,1,1,0,0,0,0,0,0
74,0,-0.2581920767831734,1,0,-0.35719024566523044,1,0,0,0,1,0,0,0,1,0,0,0
75,1,0.20264815682054396,0,0,0.4888290608469592,1,0,1,0,1,0,0,0,1,0,0,0
76,0,-0.33499878238379294,0,0,-0.4941137824804383,1,0,1,0,1,0,0,0,1,0,0,0
77,0,-0.10457866558193428,0,0,-0.48916745442582815,1,0,1,0,1,0,0,0,1,0,0,0
78,0,-0.10457866558193428,0,0,-0.48606442844527126,1,0,1,0,1,0,0,0,1,0,0,0
80,1,0.04903474561930485,0,0,-0.3970184494312366,0,0,1,0,1,1,0,0,0,0,0,0
81,0,-0.5654188991856517,0,0,-0.4669472126117497,1,0,1,0,1,0,0,0,1,0,0,0
82,1,-0.027771959981314716,0,0,-0.456885520067791,1,0,1,0,1,0,0,0,1,0,0,0
83,1,-0.10457866558193428,0,0,-0.4913468170308496,0,1,0,0,1,1,0,0,0,0,0,0
84,0,-0.10457866558193428,0,0,0.29975375923790454,1,0,1,0,0,0,0,0,1,0,0,0
85,1,-0.9494524271887494,0,0,-0.4367621349798736,0,0,1,1,0,1,0,0,0,0,0,0
86,1,0.2794548624211635,3,0,-0.3291020247595153,0,0,1,0,1,0,0,0,0,1,0,0
87,0,-1.026259132789369,1,3,0.04368368399415517,1,0,1,0,1,0,0,0,1,0,0,0
88,0,-0.10457866558193428,0,0,-0.48606442844527126,1,0,1,0,1,0,0,0,1,0,0,0
90,0,-0.4118054879844125,0,0,-0.48606442844527126,1,0,1,0,1,0,0,0,1,0,0,0
91,0,-0.027771959981314716,0,0,-0.48606442844527126,1,0,1,0,1,0,0,0,1,0,0,0
92,0,-0.7190323103868907,0,0,-0.49000458724548557,1,0,1,0,1,0,0,0,1,0,0,0
93,0,1.277942035229218,1,0,0.5829904043503423,1,0,1,0,0,0,0,0,1,0,0,0
94,0,-0.2581920767831734,1,2,-0.23401903021910545,1,0,1,0,1,0,0,0,1,0,0,0
96,0,-0.10457866558193428,0,0,-0.48606442844527126,1,0,1,0,1,0,0,0,1,0,0,0
99,1,0.3562615680217831,0,1,-0.18521982138090565,0,0,1,1,0,0,0,0,0,1,0,0
100,0,0.3562615680217831,1,0,-0.12484966611715334,1,0,1,1,0,0,0,0,1,0,0,0
101,0,-0.10457866558193428,0,0,-0.48916745442582815,0,0,1,0,1,1,0,0,0,0,0,0
102,0,-0.10457866558193428,0,0,-0.48916745442582815,1,0,1,0,1,0,0,0,1,0,0,0
104,0,0.2794548624211635,0,0,-0.4739058791751516,1,0,1,0,1,0,0,0,1,0,0,0
105,0,0.5866816848236418,2,0,-0.48857985158126094,1,0,1,0,1,0,0,0,1,0,0,0
106,0,-0.10457866558193428,0,0,-0.48916745442582815,1,0,1,0,1,0,0,0,1,0,0,0
107,1,-0.6422256047862712,0,0,-0.4941137824804383,0,0,1,0,1,1,0,0,0,0,0,0
108,1,-0.10457866558193428,0,0,-0.4915983593444486,1,0,1,0,1,0,0,0,1,0,0,0
109,0,0.6634883904242613,0,0,-0.48916745442582815,1,0,1,0,1,0,0,0,1,0,0,0
110,1,-0.10457866558193428,1,0,-0.16207792852980063,0,1,0,0,1,1,0,0,0,0,0,0
111,0,1.3547487408298373,0,0,0.3983583461687,1,0,1,0,0,0,0,0,1,0,0,0
112,0,-1.1414691911902983,1,0,-0.35719024566523044,0,0,0,0,1,1,0,0,0,0,0,0
113,0,-0.5654188991856517,0,0,-0.48606442844527126,1,0,1,0,1,0,0,0,1,0,0,0
114,0,-0.7190323103868907,1,0,-0.45034541991421784,0,0,1,0,1,1,0,0,0,0,0,0
115,0,-0.9494524271887494,0,0,-0.35710773978636995,0,0,0,0,1,1,0,0,0,0,0,0
116,0,-0.6422256047862712,0,0,-0.48857985158126094,1,0,1,0,1,0,0,0,1,0,0,0
118,0,-0.027771959981314716,1,0,-0.2254665915567405,1,0,1,1,0,0,0,0,1,0,0,0
122,0,-0.10457866558193428,0,0,-0.48606442844527126,1,0,1,0,1,0,0,0,1,0,0,0
123,0,0.24105150962085375,1,0,-0.042931390101259084,1,0,0,1,0,0,0,0,1,0,0,0
124,1,0.24105150962085375,0,0,-0.38645367226008,0,0,1,1,0,1,0,0,0,0,0,0
126,1,-1.3334859551918472,1,0,-0.42183662026016516,1,0,0,0,1,0,0,0,0,0,0,0
127,0,-0.10457866558193428,0,0,-0.4921014439716465,1,1,0,0,1,0,0,0,1,0,0,0
128,1,-0.4118054879844125,0,0,-0.5043424991206267,1,0,1,0,1,0,0,0,1,0,0,0
129,1,-0.10457866558193428,1,1,-0.19813299759182226,0,0,0,0,1,1,0,0,0,0,0,0
130,0,1.2011353296285983,0,0,-0.5076970674147825,1,0,1,0,1,0,0,0,1,0,0,0
131,0,0.2794548624211635,0,0,-0.48916745442582815,1,0,0,0,1,0,0,0,1,0,0,0
132,0,-0.7190323103868907,0,0,-0.5061878135331888,1,0,1,0,1,0,0,0,1,0,0,0
133,0,1.3547487408298373,1,0,-0.3562685946282038,0,0,1,0,1,0,0,0,0,1,0,0
134,1,-0.027771959981314716,1,0,-0.12484966611715334,0,0,1,1,0,0,0,0,0,1,0,0
135,0,-0.33499878238379294,0,0,-0.38645367226008,1,0,1,1,0,0,0,0,1,0,0,0
136,0,-0.4886121935850321,0,0,-0.3452852510472185,1,0,0,1,0,0,0,0,1,0,0,0
137,1,-0.7958390159875103,0,2,-0.11914871112174633,0,0,1,0,0,1,0,0,0,0,0,0
138,0,0.5866816848236418,1,0,0.42049406976540915,1,0,1,0,0,0,0,0,1,0,0,0
139,0,-1.026259132789369,0,0,-0.46258647506319805,1,0,1,0,1,0,0,0,1,0,0,0
141,0,-0.10457866558193428,0,2,-0.34126057402963506,0,0,0,0,1,0,0,0,0,1,0,0
142,1,-0.5654188991856517,0,0,-0.4921014439716465,0,0,1,0,1,1,0,0,0,0,0,0
143,1,-0.4118054879844125,1,0,-0.3291020247595153,0,0,1,0,1,0,0,0,0,1,0,0
144,0,-0.7958390159875103,0,0,-0.5122248290595639,1,1,0,0,1,0,0,0,1,0,0,0
145,0,-0.8726457215881299,0,0,-0.41663874989195615,1,0,1,1,0,0,0,0,1,0,0,0
146,0,-0.7958390159875103,1,1,0.09147672357795908,1,0,1,1,0,0,0,0,1,0,0,0
147,1,-0.18138537118255385,0,0,-0.4911797929346199,1,0,1,0,1,0,0,0,1,0,0,0
148,0,-1.563906071993706,2,2,0.04368368399415517,0,0,1,0,1,1,0,0,0,0,0,0
149,0,0.548278332023332,0,2,-0.12484966611715334,1,0,1,1,0,0,0,0,1,0,0,0
150,0,0.9707152128267396,0,0,-0.38645367226008,1,0,1,1,0,0,0,0,0,0,0,1
151,0,1.6619755632323157,0,0,-0.3960122801768408,1,0,1,1,0,0,0,0,0,0,0,1
154,0,0.8555051544258102,0,2,-0.3562685946282038,1,0,1,0,1,0,0,0,1,0,0,0
155,0,-0.10457866558193428,0,0,-0.5009054249476104,1,0,1,0,1,0,0,0,1,0,0,0
156,0,1.6619755632323157,0,1,0.5870995995852951,1,0,0,0,0,0,0,0,1,0,0,0
157,1,-1.026259132789369,0,0,-0.49243750450261475,0,1,0,0,1,1,0,0,0,0,0,0
158,0,0.04903474561930485,0,0,-0.48606442844527126,1,0,1,0,1,0,0,0,1,0,0,0
159,0,-0.10457866558193428,0,0,-0.47373885507892183,1,0,1,0,1,0,0,0,1,0,0,0
161,0,1.1243286240279786,0,1,-0.3240711784875359,1,0,1,0,1,0,0,0,1,0,0,0
162,1,0.8171018016255005,0,0,-0.33111436326830707,0,0,1,1,0,0,0,0,0,1,0,0
163,0,-0.2581920767831734,0,0,-0.4915983593444486,1,0,1,0,1,0,0,0,1,0,0,0
164,0,-0.9494524271887494,0,0,-0.47373885507892183,1,0,1,0,1,0,0,0,1,0,0,0
166,1,-1.563906071993706,0,2,-0.23502519947350134,1,0,1,0,1,0,0,0,0,0,0,0
167,1,-0.10457866558193428,0,1,0.45872850143245225,0,0,1,0,0,0,0,0,0,1,0,0
168,0,1.2011353296285983,1,4,-0.08661523445011025,0,0,1,0,1,0,0,0,0,1,0,0
169,0,-0.10457866558193428,0,0,-0.12635891999874713,1,0,1,0,0,0,0,0,1,0,0,0
170,0,-0.10457866558193428,0,0,0.4888290608469592,1,0,1,0,1,0,0,0,1,0,0,0
172,0,-1.9479395999968037,4,1,-0.06196408771741136,1,1,0,0,1,0,0,0,0,0,0,0
174,0,-0.6422256047862712,0,0,-0.48857985158126094,1,0,1,0,1,0,0,0,1,0,0,0
176,0,-0.8726457215881299,1,1,-0.49000458724548557,1,0,1,0,1,0,0,0,1,0,0,0
177,0,-0.10457866558193428,3,1,-0.13558146738453972,1,0,1,0,1,0,0,0,0,0,0,0
178,0,1.585168857631696,0,0,-0.07026498406617733,0,0,0,0,0,1,0,0,0,0,0,0
179,0,0.04903474561930485,0,0,-0.38645367226008,1,0,1,1,0,0,0,0,1,0,0,0
180,0,0.5098749792230222,0,0,-0.6480576784030067,1,0,1,0,1,0,0,0,1,0,0,0
182,0,-0.10457866558193428,0,0,-0.34520073282984926,1,0,0,1,0,0,0,0,1,0,0,0
183,0,-1.563906071993706,4,2,-0.01643492895599818,1,0,1,0,1,0,0,0,0,0,0,0
185,1,-1.9479395999968037,0,2,-0.20484012184162517,0,0,1,0,1,1,0,0,0,0,0,0
186,0,-0.10457866558193428,0,0,0.3581115759928651,1,0,1,0,0,0,0,0,1,0,0,0
187,1,-0.10457866558193428,1,0,-0.3361452095402864,0,1,0,0,1,0,0,0,0,1,0,0
188,1,1.2011353296285983,0,0,-0.11378180431879874,1,0,1,0,0,0,0,0,1,0,0,0
189,0,0.8171018016255005,1,1,-0.3361452095402864,1,1,0,0,1,0,0,0,1,0,0,0
190,0,0.5098749792230222,0,0,-0.48916745442582815,1,0,1,0,1,0,0,0,1,0,0,0
191,1,0.20264815682054396,0,0,-0.38645367226008,0,0,1,1,0,0,0,0,0,1,0,0
192,0,-0.7958390159875103,0,0,-0.38645367226008,1,0,1,1,0,0,0,0,1,0,0,0
193,1,-0.7958390159875103,1,0,-0.49000458724548557,0,0,1,0,1,1,0,0,0,0,0,0
194,1,-2.0247463055974233,1,1,-0.12484966611715334,1,0,1,1,0,0,0,0,0,0,0,0
195,1,1.1243286240279786,0,0,-0.09022134505786501,0,0,0,0,0,0,0,0,0,1,0,0
197,0,-0.10457866558193428,0,0,-0.4921014439716465,1,1,0,0,1,0,0,0,1,0,0,0
198,0,0.9707152128267396,0,1,-0.47893672544713095,1,0,1,0,1,0,0,0,1,0,0,0
199,1,-0.10457866558193428,0,0,-0.4921014439716465,0,1,0,0,1,1,0,0,0,0,0,0
200,0,-0.4118054879844125,0,0,-0.38645367226008,0,0,1,1,0,1,0,0,0,0,0,0
201,0,-0.10457866558193428,0,0,-0.456885520067791,1,0,1,0,1,0,0,0,1,0,0,0
203,0,0.3562615680217831,0,0,-0.5173401935489126,1,0,1,0,1,0,0,0,1,0,0,0
204,0,1.239538682428908,0,0,-0.5026662211428031,1,0,0,0,1,0,0,0,1,0,0,0
205,1,-0.8726457215881299,0,0,-0.48606442844527126,1,0,1,0,1,0,0,0,1,0,0,0
207,0,0.20264815682054396,1,0,-0.3291020247595153,1,0,1,0,1,0,0,0,1,0,0,0
208,1,-0.2581920767831734,0,0,-0.2699895810637578,1,0,0,0,1,0,0,0,1,0,0,0
209,1,-1.026259132789369,0,0,-0.4921014439716465,0,1,0,0,1,1,0,0,0,0,0,0
210,1,0.8171018016255005,0,0,-0.024232740677566172,1,0,0,0,0,0,0,0,1,0,0,0
211,0,-0.4118054879844125,0,0,-0.5061878135331888,1,0,1,0,1,0,0,0,1,0,0,0
212,1,0.43306827362240263,0,0,-0.2254665915567405,0,0,1,1,0,1,0,0,0,0,0,0
213,0,-0.5654188991856517,0,0,-0.5021631365156053,1,0,1,0,1,0,0,0,1,0,0,0
214,0,0.04903474561930485,0,0,-0.38645367226008,1,0,1,1,0,0,0,0,1,0,0,0
215,0,-0.10457866558193428,1,0,-0.4921014439716465,1,1,0,0,1,0,0,0,1,0,0,0
217,1,-0.18138537118255385,0,0,-0.48857985158126094,0,0,1,0,1,1,0,0,0,0,0,0
218,0,0.9707152128267396,1,0,-0.10472628102923591,1,0,1,1,0,0,0,0,1,0,0,0
220,0,0.04903474561930485,0,0,-0.4367621349798736,1,0,1,1,0,0,0,0,1,0,0,0
221,1,-1.026259132789369,0,0,-0.48606442844527126,1,0,1,0,1,0,0,0,1,0,0,0
222,0,-0.18138537118255385,0,0,-0.38645367226008,1,0,1,1,0,0,0,0,1,0,0,0
223,0,1.6619755632323157,0,0,-0.48606442844527126,1,0,1,0,1,0,0,0,1,0,0,0
224,0,-0.10457866558193428,0,0,-0.48916745442582815,1,0,1,0,1,0,0,0,1,0,0,0
226,0,-0.5654188991856517,0,0,-0.4599040278309786,1,0,1,0,1,0,0,0,1,0,0,0
227,1,-0.7958390159875103,0,0,-0.4367621349798736,1,0,1,1,0,0,0,0,1,0,0,0
228,0,-0.680628957586581,0,0,-0.5021631365156053,1,0,1,0,1,0,0,0,1,0,0,0
229,0,-0.8726457215881299,0,0,-0.38645367226008,1,0,1,1,0,0,0,0,1,0,0,0
230,0,-0.10457866558193428,3,1,-0.13558146738453972,0,0,1,0,1,1,0,0,0,0,0,0
232,0,-0.027771959981314716,0,0,-0.4915983593444486,1,0,1,0,1,0,0,0,1,0,0,0
234,1,-1.8711328943961842,4,2,-0.01643492895599818,0,0,1,0,1,1,0,0,0,0,0,0
235,0,-0.4118054879844125,0,0,-0.4367621349798736,1,0,1,1,0,0,0,0,1,0,0,0
236,0,-0.10457866558193428,0,0,-0.49612612098923,0,0,1,0,1,1,0,0,0,0,0,0
237,0,1.1243286240279786,1,0,-0.12484966611715334,1,0,1,1,0,0,0,0,1,0,0,0
238,1,-1.6407127775943255,0,2,-0.11981881984517398,0,0,1,1,0,1,0,0,0,0,0,0
239,0,-0.7958390159875103,0,0,-0.4367621349798736,1,0,1,1,0,0,0,0,1,0,0,0
240,0,0.2794548624211635,0,0,-0.4010431264488202,1,0,1,1,0,0,0,0,1,0,0,0
241,0,-0.10457866558193428,1,0,-0.35719024566523044,0,0,0,0,1,1,0,0,0,0,0,0
242,1,-0.10457866558193428,1,0,-0.3361452095402864,0,1,0,0,1,1,0,0,0,0,0,0
243,0,-0.027771959981314716,0,0,-0.4367621349798736,1,0,1,1,0,0,0,0,1,0,0,0
244,0,-0.5654188991856517,0,0,-0.5046785596515949,1,0,1,0,1,0,0,0,1,0,0,0
245,0,0.04903474561930485,0,0,-0.5026662211428031,1,0,0,0,1,0,0,0,1,0,0,0
247,0,-0.33499878238379294,0,0,-0.4915983593444486,0,0,1,0,1,1,0,0,0,0,0,0
248,1,-0.4118054879844125,0,2,-0.3562685946282038,0,0,1,1,0,0,0,0,0,1,0,0
249,1,0.5866816848236418,1,1,0.4095107261844238,1,0,1,0,0,0,0,0,1,0,0,0
250,0,1.8923956800341744,1,0,-0.12484966611715334,1,0,1,1,0,0,0,0,0,0,0,1
251,0,-0.10457866558193428,0,0,-0.5021631365156053,1,0,1,0,1,0,0,0,1,0,0,0
252,0,-0.027771959981314716,1,1,-0.4375167619206705,0,0,1,0,1,0,0,0,0,1,0,0
254,0,0.04903474561930485,1,0,-0.3240711784875359,1,0,1,0,1,0,0,0,1,0,0,0
255,0,0.89390850722612,0,2,-0.2413137573134755,0,0,1,0,1,0,0,0,0,1,0,0
256,1,-0.027771959981314716,0,2,-0.34126057402963506,0,0,0,0,1,0,0,0,0,1,0,0
260,1,1.585168857631696,0,1,-0.12484966611715334,0,0,1,1,0,0,0,0,0,1,0,0
261,0,-0.10457866558193428,0,0,-0.4921014439716465,1,1,0,0,1,0,0,0,1,0,0,0
262,1,-2.0247463055974233,4,2,-0.01643492895599818,1,0,1,0,1,0,0,0,0,0,0,0
264,0,0.8171018016255005,0,0,-0.6480576784030067,1,0,1,0,0,0,0,0,1,0,0,0
265,0,-0.10457866558193428,0,0,-0.4921014439716465,0,1,0,0,1,1,0,0,0,0,0,0
266,0,0.5098749792230222,0,0,-0.4367621349798736,1,0,1,1,0,0,0,0,1,0,0,0
267,0,-1.026259132789369,4,1,0.15058916727371655,1,0,1,0,1,0,0,0,1,0,0,0
268,1,-0.33499878238379294,1,0,-0.4915983593444486,1,0,1,0,1,0,0,0,1,0,0,0
271,0,-0.10457866558193428,0,0,-0.024232740677566172,1,0,1,0,0,0,0,0,1,0,0,0
272,1,-0.33499878238379294,0,0,-0.6480576784030067,1,0,1,0,1,0,0,0,1,0,0,0
273,1,0.89390850722612,0,1,-0.25565166918861665,0,0,1,1,0,0,0,0,0,1,0,0
274,0,0.5866816848236418,0,1,-0.05039314129185885,1,0,0,0,0,0,0,0,1,0,0,0
275,1,-0.10457866558193428,0,0,-0.4921014439716465,0,1,0,0,1,1,0,0,0,0,0,0
277,0,1.2011353296285983,0,0,-0.4921014439716465,0,0,1,0,1,1,0,0,0,0,0,0
278,0,-0.10457866558193428,0,0,-0.6480576784030067,1,0,1,1,0,0,0,0,1,0,0,0
279,0,-1.717519483194945,4,1,-0.06196408771741136,1,1,0,0,1,0,0,0,0,0,0,0
280,1,0.43306827362240263,1,1,-0.2405591303726786,0,0,1,0,1,0,0,0,0,1,0,0
282,0,-0.10457866558193428,0,0,-0.49000458724548557,1,0,1,0,1,0,0,0,1,0,0,0
283,0,-1.026259132789369,0,0,-0.456885520067791,1,0,1,0,1,0,0,0,1,0,0,0
284,1,-0.7958390159875103,0,0,-0.48606442844527126,1,0,1,0,1,0,0,0,1,0,0,0
285,0,-0.10457866558193428,0,0,-0.12484966611715334,1,0,1,0,0,0,0,0,1,0,0,0
286,0,0.2794548624211635,0,0,-0.47373885507892183,1,0,0,0,1,0,0,0,1,0,0,0
287,1,0.04903474561930485,0,0,-0.456885520067791,1,0,1,0,1,0,0,0,1,0,0,0
288,0,-0.5654188991856517,0,0,-0.48916745442582815,1,0,1,0,1,0,0,0,1,0,0,0
289,1,0.9707152128267396,0,0,-0.38645367226008,1,0,1,1,0,0,0,0,1,0,0,0
290,1,-0.5654188991856517,0,0,-0.4921014439716465,0,1,0,0,1,1,0,0,0,0,0,0
293,0,0.5098749792230222,0,0,-0.38896909539606966,1,0,0,1,0,0,0,0,1,0,0,0
